# power spectrum of phi
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.949387e-02   2.748459e-11   3.523783e-05   9.028710e-13   1344
  3.964502e-02   3.080217e-11   3.783773e-05   8.699045e-13   1680
  3.978177e-02   2.634038e-11   3.728516e-05   7.930863e-13   1656
  3.993121e-02   2.694133e-11   3.169297e-05   9.776780e-13   1140
  4.004339e-02   2.567618e-11   3.669805e-05   9.582672e-13   1368
  4.017539e-02   2.564268e-11   4.174425e-05   7.397027e-13   1656
  4.030957e-02   2.693867e-11   4.275507e-05   8.724730e-13   1448
  4.045563e-02   2.424949e-11   4.016557e-05   8.601989e-13   1422
  4.059052e-02   2.603308e-11   4.434116e-05   8.119369e-13   1512
  4.070589e-02   2.479233e-11   3.380440e-05   7.583199e-13   1296
  4.083937e-02   2.693263e-11   3.086564e-05   7.363567e-13   1824
  4.098368e-02   2.712962e-11   4.002195e-05   8.996669e-13   1464
  4.112946e-02   2.409295e-11   3.571385e-05   6.810287e-13   1824
  4.126475e-02   2.500677e-11   2.839432e-05   8.015703e-13   1416
  4.138246e-02   2.291751e-11   4.159004e-05   7.911919e-13   1392
  4.150951e-02   2.379280e-11   3.837865e-05   7.343298e-13   1464
  4.166454e-02   2.438663e-11   3.752108e-05   7.495189e-13   1524
  4.178433e-02   2.282749e-11   3.457629e-05   7.781304e-13   1686
  4.192278e-02   2.361034e-11   4.116995e-05   7.394321e-13   1800
  4.204178e-02   2.524794e-11   3.268502e-05   9.857893e-13   1344
  4.217379e-02   2.211613e-11   3.813348e-05   7.004926e-13   1656
  4.230615e-02   2.388179e-11   3.044765e-05   8.290413e-13   1488
  4.242115e-02   2.392819e-11   3.039807e-05   7.869084e-13   1536
  4.258138e-02   1.981758e-11   3.376880e-05   5.960784e-13   1760
  4.270554e-02   1.909855e-11   3.756121e-05   5.983397e-13   1824
  4.284911e-02   2.008883e-11   3.152085e-05   6.604328e-13   1560
  4.298726e-02   2.244149e-11   3.620465e-05   6.897286e-13   1926
  4.311718e-02   2.125664e-11   2.574627e-05   6.957880e-13   1272
  4.323578e-02   2.238764e-11   4.326657e-05   7.243094e-13   1848
  4.339166e-02   1.991007e-11   3.495567e-05   6.254649e-13   1908
  4.351023e-02   2.253694e-11   3.409464e-05   7.460768e-13   1488
  4.363533e-02   1.825744e-11   3.845143e-05   5.460793e-13   1800
  4.377096e-02   1.956697e-11   3.848934e-05   6.032803e-13   1752
  4.390086e-02   2.053483e-11   4.092726e-05   7.234372e-13   1368
  4.403087e-02   1.726672e-11   3.846377e-05   4.898447e-13   2016
  4.417385e-02   1.937006e-11   4.062719e-05   6.531187e-13   1542
  4.430581e-02   2.069332e-11   3.978500e-05   6.292311e-13   2184
  4.445188e-02   2.155098e-11   3.639425e-05   6.842531e-13   1776
  4.457806e-02   2.104576e-11   4.160412e-05   7.558400e-13   1568
  4.469833e-02   1.767498e-11   3.801003e-05   5.514524e-13   2040
  4.482920e-02   1.869922e-11   4.063611e-05   5.358734e-13   1704
  4.496619e-02   1.972394e-11   4.073474e-05   7.150727e-13   1512
  4.509536e-02   1.643613e-11   3.474685e-05   4.678340e-13   2028
  4.524048e-02   1.745280e-11   4.191363e-05   5.038033e-13   1968
  4.537317e-02   1.859051e-11   4.251511e-05   6.428470e-13   1854
  4.550302e-02   1.894728e-11   4.052999e-05   6.644477e-13   1632
  4.563608e-02   1.796237e-11   4.164804e-05   5.644299e-13   2424
  4.577401e-02   1.794316e-11   4.169136e-05   5.931667e-13   1560
  4.589060e-02   1.792973e-11   3.939829e-05   6.101794e-13   1728
  4.603149e-02   1.778182e-11   4.205586e-05   5.501693e-13   2088
  4.617330e-02   1.759682e-11   4.003268e-05   5.707652e-13   1968
  4.630374e-02   1.513235e-11   3.963620e-05   4.516919e-13   2256
  4.643455e-02   1.738513e-11   3.524097e-05   5.770749e-13   1728
  4.657111e-02   1.645609e-11   3.474008e-05   5.740734e-13   1416
  4.669209e-02   1.725105e-11   3.662300e-05   4.890878e-13   2246
  4.682906e-02   1.798266e-11   4.055957e-05   5.863832e-13   2148
  4.696011e-02   1.630685e-11   3.426081e-05   5.585964e-13   1680
  4.708345e-02   1.741380e-11   4.331283e-05   6.015715e-13   2280
  4.723171e-02   1.517438e-11   4.033380e-05   4.554305e-13   2352
  4.737018e-02   1.538392e-11   3.389045e-05   5.460088e-13   1632
  4.747973e-02   1.666681e-11   3.877968e-05   5.903531e-13   1968
  4.763007e-02   1.408266e-11   3.978797e-05   4.594806e-13   2112
  4.776947e-02   1.410445e-11   2.988778e-05   3.834306e-13   2208
  4.790493e-02   1.634602e-11   3.013587e-05   6.144403e-13   1974
  4.801184e-02   1.714323e-11   2.948107e-05   5.697528e-13   1944
  4.815628e-02   1.523460e-11   3.335444e-05   5.078082e-13   2160
  4.828147e-02   1.455872e-11   3.119393e-05   4.938198e-13   2040
