# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.428472e-01   1.760554e-23   1.768108e-04   1.281223e-24   216
  3.436008e-01   1.703291e-23   2.362665e-04   9.921931e-25   312
  3.449274e-01   1.879235e-23   2.738281e-04   1.119443e-24   240
  3.457090e-01   1.769715e-23   3.973643e-09   1.654200e-24   96
  3.471927e-01   1.899582e-23   2.617995e-04   1.546811e-24   144
  3.481071e-01   1.352934e-23   2.573258e-04   6.096785e-25   456
  3.495904e-01   1.615677e-23   0.000000e+00   1.863891e-24   120
  3.501414e-01   1.864641e-23   0.000000e+00   1.358423e-24   144
  3.512407e-01   1.881591e-23   0.000000e+00   3.035743e-24   24
  3.519456e-01   1.494134e-23   2.473498e-04   8.491528e-25   336
  3.531645e-01   1.411887e-23   2.727931e-04   1.145036e-24   198
  3.543067e-01   1.444759e-23   2.652756e-04   6.595561e-25   432
  3.556041e-01   1.715924e-23   0.000000e+00   2.757077e-24   48
  3.562810e-01   1.329444e-23   2.341925e-04   6.765523e-25   384
  3.574963e-01   1.197943e-23   2.696052e-04   9.688193e-25   144
  3.585975e-01   1.449278e-23   2.676825e-04   8.714234e-25   264
  3.599147e-01   1.155452e-23   3.973643e-09   1.428784e-24   48
  3.607984e-01   1.468366e-23   2.545223e-04   8.560519e-25   276
  3.616510e-01   1.412150e-23   2.307176e-04   1.064620e-24   192
  3.627906e-01   1.293184e-23   2.592759e-04   5.397610e-25   552
  3.641741e-01   1.334609e-23   4.495664e-09   1.187805e-24   120
  3.649965e-01   1.074662e-23   2.624511e-04   6.974945e-25   216
  3.657587e-01   1.448444e-23   6.357829e-09   1.346045e-24   120
  3.671201e-01   1.178019e-23   2.584500e-04   5.378156e-25   408
  3.683844e-01   9.201710e-24   5.619580e-09   1.506810e-24   24
  3.691684e-01   1.255696e-23   2.610810e-04   6.656907e-25   384
  3.702633e-01   1.010678e-23   2.550855e-04   7.746248e-25   240
  3.712141e-01   1.066778e-23   2.569535e-04   8.153306e-25   168
  3.725471e-01   8.499537e-24   0.000000e+00   7.299270e-25   120
  3.734064e-01   1.018445e-23   2.678605e-04   5.276094e-25   350
  3.748037e-01   1.103130e-23   4.409502e-04   5.222353e-25   384
  3.756388e-01   1.023082e-23   0.000000e+00   8.651440e-25   144
  3.771752e-01   1.095882e-23   0.000000e+00   7.743173e-25   288
  3.779773e-01   9.695205e-24   2.524053e-04   5.302224e-25   336
  3.790686e-01   1.156947e-23   2.297941e-04   8.523225e-25   168
  3.797219e-01   1.074694e-23   1.015467e-08   7.077444e-25   336
  3.810732e-01   8.902547e-24   2.385126e-04   5.204000e-25   288
  3.818848e-01   1.010389e-23   2.247398e-04   7.124593e-25   264
  3.832590e-01   8.936777e-24   0.000000e+00   5.871802e-25   240
  3.837616e-01   1.070834e-23   5.619580e-09   1.069665e-24   96
  3.855656e-01   9.366875e-24   3.056310e-04   4.567591e-25   360
  3.864075e-01   1.051020e-23   2.253025e-04   8.577031e-25   168
  3.874713e-01   9.070573e-24   2.456032e-04   4.703323e-25   456
  3.887523e-01   9.925292e-24   4.995182e-09   8.706382e-25   108
  3.894728e-01   7.721045e-24   2.464311e-04   4.861002e-25   264
  3.903716e-01   7.503937e-24   2.198567e-04   4.036844e-25   264
  3.916025e-01   9.265160e-24   2.074668e-04   6.431521e-25   312
  3.931351e-01   8.189931e-24   1.541705e-04   5.579215e-25   270
  3.937775e-01   8.881608e-24   1.957388e-04   5.702145e-25   240
  3.949323e-01   6.463963e-24   2.421536e-04   3.202080e-25   384
  3.956334e-01   6.330499e-24   5.619580e-09   4.570757e-25   192
  3.969952e-01   6.640824e-24   1.942960e-04   4.498850e-25   240
  3.977852e-01   7.157135e-24   2.397927e-04   4.321693e-25   336
  3.992708e-01   7.528225e-24   2.413972e-04   3.231193e-25   480
  4.004761e-01   7.635919e-24   9.176735e-09   7.983883e-25   72
  4.011493e-01   6.382209e-24   2.353842e-04   4.007387e-25   240
  4.020650e-01   6.285538e-24   2.212289e-04   4.144672e-25   312
  4.031147e-01   5.628627e-24   2.390954e-04   3.323180e-25   240
  4.047009e-01   7.116357e-24   1.816506e-04   3.574530e-25   408
  4.053288e-01   6.588260e-24   1.663482e-04   3.503237e-25   336
  4.065560e-01   6.638840e-24   2.112212e-04   3.810511e-25   264
  4.071591e-01   6.829585e-24   0.000000e+00   5.350755e-25   144
  4.088370e-01   6.023819e-24   2.927651e-04   2.946590e-25   464
  4.097211e-01   5.079342e-24   2.328083e-04   4.793990e-25   168
  4.105939e-01   6.130417e-24   2.120376e-04   3.105587e-25   336
  4.121713e-01   6.025514e-24   2.227870e-04   3.066122e-25   414
  4.130606e-01   6.035788e-24   2.319080e-04   4.132946e-25   216
  4.141998e-01   9.082794e-24   5.619580e-09   1.049371e-24   96
  4.146649e-01   5.162370e-24   1.256576e-08   2.157940e-25   384
  4.162944e-01   5.790886e-24   2.314600e-04   2.494815e-25   492
  4.171676e-01   5.852533e-24   2.263480e-04   3.857695e-25   240
  4.181546e-01   5.732455e-24   2.298225e-04   3.135095e-25   312
  4.195176e-01   4.639201e-24   2.297469e-04   3.594003e-25   192
  4.203810e-01   4.607177e-24   2.226525e-04   2.162015e-25   504
  4.215265e-01   5.693363e-24   1.473998e-04   2.953897e-25   408
  4.224284e-01   5.031922e-24   4.515774e-04   3.422003e-25   168
  4.235571e-01   5.493718e-24   2.145032e-04   2.881153e-25   288
  4.245041e-01   4.862861e-24   2.238525e-04   2.543543e-25   288
  4.254743e-01   4.815505e-24   2.251410e-04   2.450859e-25   432
